ProbeID	brain.1	brain.2	fetal.brain.1	fetal.brain.2	fetal.liver.1	fetal.liver.2	liver.1	liver.2
33833_at	4648	5577	5521	5520	728	683	1648	1326
33834_at	236	258	270	228	680	776	1323	1045
33835_at	3714	3970	3115	3051	285	447	207	154
33836_at	933	1089	1171	1104	176	262	146	59
33837_at	129	118	218	277	127	96	81	57
33838_at	1773	2847	2654	2308	2785	2731	3279	3365
33839_at	337	250	484	376	323	290	434	484
33840_at	58	112	11	84	84	23	91	19
33841_at	982	933	1047	916	1417	1170	646	1058
33842_at	139	247	191	220	351	323	280	263
33843_g_at	394	748	1187	1136	586	569	589	627
33844_at	545	409	541	402	576	528	404	376
33845_at	1958	1430	6837	7458	2557	3440	593	374
33846_at	53	155	123	56	58	108	59	97
33847_s_at	374	308	459	526	237	384	102	90
33848_r_at	117	99	242	220	178	157	54	69
33849_at	50	47	181	250	265	173	72	49
33850_at	1451	1126	1006	1217	435	383	448	226
33851_at	65	63	112	27	51	37	90	182
33852_at	145	161	553	641	103	168	134	51
33853_s_at	63	35	92	124	110	99	202	161
33854_at	535	254	326	562	212	172	85	35
33855_at	1398	1554	1375	1210	870	1001	859	989
33856_at	9712	13629	3776	3811	2540	2677	1541	1948
33857_at	558	493	536	372	260	234	341	256
33858_at	29	51	35	47	14	11	14	86
33859_at	2590	2029	2258	2298	2946	4510	1882	1876
33860_at	890	1196	1222	1477	1260	1437	1131	697
33861_at	331	179	535	536	403	424	275	691
33862_at	6684	5106	1799	1947	6495	6207	14035	6027
33863_at	4673	6020	1311	1040	3510	3169	4699	4595
33864_at	144	103	602	703	28	38	55	34
33865_at	1059	827	2003	2323	264	218	98	193
33866_at	479	367	757	815	482	682	186	256
33867_s_at	111	91	225	200	461	706	135	168
33868_at	541	942	703	662	566	595	649	117
33869_at	753	662	363	461	618	727	899	480
33870_at	281	309	589	600	322	505	188	216
33871_s_at	136	219	300	109	487	694	450	397
33872_at	134	76	294	311	173	157	83	147
33873_at	2209	2879	1805	1791	1024	951	1175	1219
33874_at	19	18	10	13	14	12	21	19
33875_at	456	363	276	290	1111	1312	958	685
33876_at	307	250	392	440	281	284	308	347
33877_s_at	780	578	1067	1069	639	858	402	279
33878_at	1514	1674	237	324	687	504	1449	1284
33879_at	987	1516	792	662	1720	1789	3592	3342
33880_at	249	189	509	508	162	135	42	93
33881_at	1492	802	1395	1622	356	261	122	97
33882_at	1178	1960	545	547	337	483	171	421
33883_at	557	526	789	628	482	668	164	798
33884_s_at	330	353	414	421	262	368	323	380
33885_at	431	387	570	842	279	308	254	234
33886_at	154	119	236	242	108	98	84	60
33887_at	1934	2766	1283	1273	1144	921	845	957
33888_at	1605	1599	201	468	215	435	428	548
33889_s_at	2335	2238	1414	1418	608	749	1182	1074
33890_at	184	123	100	113	77	37	103	50
33891_at	466	425	888	984	385	445	171	118
33892_at	50	2	5	11	22	7	9	15
33893_r_at	418	242	2617	3135	194	159	31	28
33894_at	73	51	86	58	128	101	133	147
33895_at	207	150	351	451	168	76	11	24
33896_at	29	99	271	371	193	197	35	16
33897_at	74	62	60	55	113	122	193	94
33898_at	508	742	405	285	578	575	138	590
33899_at	805	637	601	656	894	1081	1113	1796
339_at	80	82	153	220	147	112	86	93
33900_at	291	277	198	182	476	498	134	71
33901_at	877	965	544	416	1869	1548	1807	1699
33902_at	79	119	45	43	120	111	2191	2190
33903_at	1101	1168	1105	1118	828	831	798	530
33904_at	173	191	56	105	304	328	1674	1701
33905_at	143	112	139	157	272	388	217	183
33906_at	585	782	353	235	1345	1257	1155	1236
33907_at	1080	807	1250	1458	58	85	34	36
33908_at	1448	1645	1358	1436	2188	2129	2194	2270
33909_at	427	829	604	639	758	786	238	886
33910_at	970	550	2291	2653	12	54	21	12
33911_at	856	672	3487	3421	123	20	38	48
33912_at	238	144	401	279	293	264	24	130
33913_at	1071	2039	1654	1776	1357	1136	1169	1044
33914_r_at	31	63	44	35	292	321	50	106
33915_at	1204	956	997	1054	411	647	753	632
33916_at	2483	3124	1702	1855	592	537	433	190
33917_at	3354	3860	2240	1857	232	326	205	220
33918_s_at	169	360	182	276	193	217	278	437
33919_at	88	43	224	234	1354	1288	1721	1545
33920_at	686	676	789	669	1601	1710	1704	1782
33921_at	344	409	382	460	3519	3464	8262	6763
33922_at	1223	1189	1101	1168	451	251	273	392
33923_s_at	109	36	77	76	83	33	79	101
33924_at	858	1444	756	882	305	329	238	239
33925_at	17831	20515	2212	2526	394	291	47	66
33926_at	33	155	180	149	23	17	33	24
33927_i_at	77	29	189	116	94	84	115	82
33928_r_at	24	37	25	41	27	18	34	31
33929_at	1495	2118	1746	1959	1147	910	1861	2565
33930_at	197	77	320	474	155	119	155	46
33931_at	3756	4412	1201	1526	2344	2634	6836	7169
33932_at	242	107	313	201	1101	842	198	363
33933_at	226	302	578	592	712	446	165	360
33934_at	43	30	114	130	4	5	4	8
33935_at	290	188	237	247	289	238	241	655
33936_at	193	173	273	320	119	126	43	58
33937_at	51	89	183	182	66	71	40	105
33938_g_at	4	12	120	109	75	49	39	10
33939_at	159	129	106	132	289	126	73	250
33940_at	7	17	33	4	14	2	11	14
33941_at	346	685	374	236	439	455	218	214
33942_s_at	10171	16422	7254	7164	361	348	208	356
33943_at	6108	6985	4218	4739	9168	7656	6218	4679
33944_at	4854	4061	2504	2420	3424	3220	3351	2571
33945_at	23	21	32	34	55	38	44	51
33946_at	101	73	106	115	168	112	150	57
33947_at	660	521	183	57	617	263	270	472
33948_at	77	84	116	52	73	47	70	50
33949_at	29	44	168	171	142	148	36	176
33950_g_at	143	532	103	179	514	346	501	1084
33951_at	152	213	36	100	28	102	35	86
33952_at	266	156	370	293	563	282	398	658
33953_at	27	38	89	40	255	77	62	150
33954_at	174	21	165	99	33	113	96	27
33955_at	80	30	22	92	75	36	101	122
33956_at	74	59	82	69	148	121	115	97
33957_at	9	18	4	18	4	2	11	4
33958_at	115	57	88	76	104	121	32	168
33959_at	20	16	15	19	13	11	9	14
33960_s_at	323	229	669	620	504	522	327	426
33961_at	139	120	190	196	184	157	141	200
33962_at	34	9	19	8	16	13	23	31
33963_at	90	52	139	135	1990	2219	76	99
33964_at	187	65	51	45	125	47	100	90
33965_at	52	31	51	34	76	43	32	49
33966_at	60	29	31	83	49	60	135	119
33967_at	264	403	805	477	563	662	802	1239
33968_at	8	7	16	13	28	4	9	12
33969_at	139	123	203	99	379	308	206	265
33970_at	48	20	32	33	39	32	43	53
33971_f_at	96	27	15	35	62	29	59	105
33972_r_at	39	14	45	62	69	46	6	51
33973_at	49	81	93	21	104	72	89	37
33974_at	1106	1077	809	910	133	161	96	253
33975_at	10	13	27	47	18	9	15	13
33976_at	10	12	91	45	51	100	52	90
33977_at	46	45	68	163	107	21	52	136
33978_at	29	41	34	24	43	167	498	422
33979_at	203	147	267	162	626	774	211	318
33980_at	27	20	143	56	181	133	134	218
33981_at	37	20	23	25	48	23	26	59
33982_f_at	120	125	626	661	18	107	133	120
33983_at	30	32	39	30	113	50	46	89
33984_at	13141	12674	8480	10517	8103	7720	9725	5968
33985_s_at	122	148	314	199	89	76	171	94
33986_r_at	216	201	430	253	249	221	338	341
33987_at	3047	4223	1539	1999	3058	2965	3390	3024
33988_at	5528	4449	3866	3498	8495	5503	13256	15042
33989_f_at	1443	2900	1914	1724	3425	2848	6154	7651
33990_at	26	17	138	44	8847	9188	9334	9327
33991_g_at	43	36	211	130	47036	28437	59373	40367
33992_at	20	5	25	14	28230	25055	18267	20823
33993_at	392	564	697	830	712	550	347	852
33994_g_at	16992	15928	10486	11325	24221	18826	25560	16351
33995_at	38	21	31	21	54	29	38	44
33996_at	52	16	20	23	29	32	25	104
33997_at	106	98	147	148	35	57	78	119
33998_at	55	68	112	148	82	28	57	33
33999_f_at	37	14	91	21	164	78	199	40
340_at	12	10	17	13	14	16	8	12
34000_r_at	27	1	16	14	6	14	42	6
34001_at	145	105	180	218	161	196	218	366
34002_at	27	37	120	74	61	60	28	61
34003_at	4061	5642	1541	1613	2399	2435	2659	2093
34004_at	37	31	19	55	41	85	22	15
34005_at	544	400	499	361	560	383	489	541
34006_s_at	270	185	530	492	290	354	484	628
34007_at	19	7	11	9	13	9	7	10
34008_at	152	60	70	59	170	122	242	139
34009_at	50	38	45	41	64	50	66	106
34010_at	158	295	72	29	206	83	50	92
34011_at	80	85	44	49	211	34	28	29
34012_at	104	45	78	89	100	87	109	156
34013_f_at	17	62	14	6	174	59	60	88
34014_f_at	27	21	72	6	69	34	54	67
34015_at	29	10	22	28	27	10	14	9
34016_s_at	50	127	218	155	130	128	151	278
34017_s_at	27	34	40	41	44	25	33	45
34018_at	95	25	208	140	145	126	223	322
34019_at	15	5	12	9	18	10	12	14
34020_at	29	23	29	13	42	29	31	33
34021_at	20	52	61	108	39	30	11	70
34022_at	146	85	16	138	87	53	108	58
34023_at	16	4	28	14	25	31	27	36
34024_at	50	80	88	39	213	250	262	208
34025_at	14	40	7	40	32	11	118	22
34026_at	43	11	25	13	20	14	35	26
34027_f_at	56	26	57	39	417	333	437	141
34028_at	167	70	218	166	25	41	71	17
34029_at	20	10	16	10	17	11	17	14
34030_at	160	204	135	110	1126	901	1216	1279
34031_i_at	335	202	601	633	122	120	221	91
34032_at	197	150	335	301	115	217	310	443
34033_s_at	118	95	16	71	219	336	157	92
34034_at	578	561	262	216	683	706	1658	1382
34035_at	57	15	146	16	248	304	3921	3986
34036_at	83	24	63	25	60	23	23	41
34037_at	21	12	38	12	26	52	18	27
34038_at	78	93	76	81	101	66	94	142
34039_at	42	26	82	28	41	26	80	52
34040_s_at	137	214	375	202	424	297	384	489
34041_at	99	128	107	73	116	213	163	382
34042_at	163	96	51	35	79	56	651	643
34043_at	98	122	120	34	121	176	174	297
34044_at	18	7	13	27	18	20	13	37
34045_at	59	62	148	136	218	76	31	46
34046_at	624	726	422	168	576	227	621	569
34047_at	103	59	45	44	137	48	93	127
34048_at	17	6	13	20	26	20	27	71
34049_at	112	78	142	199	181	157	283	174
34050_at	30	21	44	105	114	177	291	361
34051_at	27	69	210	183	87	61	31	67
34052_at	175	114	225	267	145	217	359	165
34053_at	17	10	15	6	30	21	16	29
34054_at	344	225	215	206	259	182	364	397
34055_at	116	20	171	105	73	23	152	134
34056_g_at	36	16	49	106	22	59	15	26
34057_at	39	56	30	35	34	16	37	27
34058_at	97	13	111	110	21	38	48	31
34059_at	149	66	107	93	58	82	91	146
34060_g_at	185	249	426	359	641	578	531	655
34061_at	29	17	23	14	29	20	40	28
34062_at	72	31	124	81	157	114	50	292
34063_at	55	67	269	158	164	177	206	333
34064_s_at	140	115	192	132	227	187	299	320
34065_at	18	13	16	14	35	35	15	55
34066_at	757	638	1077	971	1893	1594	1563	1902
34067_at	568	727	1013	830	1343	1463	4848	4831
34068_f_at	198	82	124	145	275	41	219	231
34069_s_at	157	232	409	339	349	271	96	261
34070_s_at	234	270	351	418	63	82	39	55
34071_at	166	137	30	69	82	53	158	136
34072_s_at	33	18	36	24	231	43	100	99
34073_s_at	32	31	36	27	53	28	44	70
34074_s_at	124	33	105	80	185	40	164	33
34075_at	233	179	428	362	334	349	31	324
34076_at	20	10	21	12	26	12	25	26
34077_at	149	115	129	123	217	563	789	539
34078_s_at	231	258	474	370	705	429	1741	1290
34079_at	323	136	793	330	554	373	140	309
34080_at	47	23	47	33	52	56	80	73
34081_at	62	95	43	42	62	68	70	60
34082_at	481	338	397	500	380	332	345	115
34083_at	156	207	144	127	57	73	44	53
34084_at	23	7	27	31	299	396	1610	1652
34085_at	24379	23284	28944	31286	26238	19828	27058	20114
34086_at	126	110	197	135	177	115	219	346
34087_at	47	71	185	167	38	75	111	75
34088_at	318	95	186	167	52	90	95	272
34089_at	1252	1437	1819	1426	2160	1764	1531	1924
34090_at	28	23	29	43	132	116	30	150
34091_s_at	4415	6265	8882	9796	7647	7813	2127	1939
34092_at	97	100	101	72	137	91	127	139
34093_at	478	475	504	537	342	598	567	685
34094_i_at	507	269	456	666	217	642	927	494
34095_f_at	92	89	48	57	222	81	257	111
34096_at	8	5	16	4	14	14	6	11
34097_at	27	6	141	112	39	47	53	44
34098_f_at	26	32	24	18	51	36	38	31
34099_f_at	286	220	439	541	161	267	62	51
341_at	63	103	109	53	287	230	292	116
34100_at	16	13	24	77	29	62	13	23
34101_at	53	53	25	28	38	25	31	29
34102_at	96	55	45	133	85	141	105	133
34103_at	9	2	36	5	18	6	5	12
34104_i_at	403	627	1092	835	1234	802	645	682
34105_f_at	89	49	59	37	82	57	1192	1009
34106_at	31	70	38	34	66	24	38	47
34107_at	59	9	108	33	35	69	36	46
34108_g_at	207	260	614	435	411	378	284	629
34109_at	41	20	22	23	76	42	33	68
34110_g_at	1590	1904	425	125	380	383	1138	1427
34111_s_at	17	8	13	30	9	7	35	23
34112_r_at	113	92	227	229	77	98	147	171
34113_at	11	2	8	9	7	6	20	6
34114_at	146	67	14	6	80	12	27	17
34115_at	14	3	6	3	6	6	7	6
34116_at	757	478	540	415	51	30	36	71
34117_at	31	24	74	66	21	25	109	114
34118_at	322	391	336	307	194	53	26	31
34119_at	47	87	63	53	61	43	49	65
34120_r_at	1	4	34	2	1	3	29	16
34121_at	65	52	38	20	58	80	94	144
34122_at	101	80	317	74	328	180	515	685
34123_at	4	3	2	18	23	1	2	2
34124_at	18	5	12	10	29	23	29	105
34125_at	33	31	114	27	41	11	28	15
34126_at	32	226	129	41	28	15	31	22
34127_at	55	34	126	87	94	40	153	220
34128_at	75	48	185	197	76	59	173	78
34129_at	208	79	130	52	28	13	25	80
34130_at	73	212	419	162	368	218	241	479
34131_at	415	308	630	505	416	252	695	693
34132_at	77	119	16	32	13	4	4	5
34133_at	20	20	123	17	136	43	45	77
34134_at	37	16	46	29	45	45	27	29
34135_at	41	52	157	34	50	62	28	92
34136_s_at	36	23	62	78	78	97	51	29
34137_at	37	36	34	17	178	45	36	56
34138_at	48	106	202	206	269	224	315	358
34139_at	163	76	316	250	873	544	118	384
34140_at	13	5	14	61	69	76	48	26
34141_at	37	22	67	64	37	105	19	35
34142_at	6	2	6	8	5	28	5	10
34143_at	30	13	21	13	18	9	17	50
34144_at	42	22	25	28	30	22	48	36
34145_at	40	20	169	40	93	47	48	233
34146_at	316	501	553	536	85	59	139	261
34147_g_at	430	293	674	611	755	569	615	928
34148_at	101	169	221	140	52	88	236	111
34149_at	52	111	279	150	139	101	170	286
34150_at	193	106	505	521	46	68	73	118
34151_at	446	597	528	422	247	882	879	592
34152_at	30	10	14	11	21	24	13	29
34153_at	25	111	108	23	72	111	129	77
34154_at	132	185	168	367	175	161	144	281
34155_s_at	27	13	55	23	30	58	38	25
34156_i_at	29	13	55	32	54	32	30	42
34157_f_at	81	144	45	71	867	673	418	386
34158_s_at	104	94	67	31	19	9	73	52
34159_at	79	122	121	117	103	120	144	152
34160_at	12112	12981	20887	25518	15126	12869	10059	8300
34161_at	292	305	357	211	592	389	431	611
34162_at	124	81	128	90	859	808	502	556
34163_g_at	70	24	14	11	379	542	267	356
34164_at	229	73	441	402	362	200	240	282
34165_at	356	402	427	317	686	548	622	850
34166_at	1432	1335	1122	1097	1916	1758	2507	2456
34167_s_at	310	442	438	278	464	232	292	470
34168_at	148	61	130	31	51	66	64	52
34169_s_at	530	410	425	539	215	176	119	118
34170_s_at	81	67	259	228	224	166	218	254
34171_at	65	162	204	150	338	310	475	269
34172_s_at	465	613	847	771	824	819	727	648
34173_s_at	21	13	60	55	28	17	97	12
34174_s_at	60	122	255	441	71	43	40	51
34175_r_at	192	112	367	241	237	273	55	130
34176_at	233	153	287	244	558	472	813	824
34177_at	1220	1498	1679	1925	463	569	488	520
34178_at	575	567	526	603	307	342	304	369
34179_at	352	332	375	463	398	443	443	664
34180_at	336	360	264	296	51	79	42	56
34181_at	103	19	24	81	46	10	79	8
34182_at	535	494	673	636	998	1126	805	723
34183_at	1232	1081	730	645	1733	1409	2171	2240
34184_at	4946	8009	11584	10771	364	352	116	367
34185_at	1095	984	1233	1269	165	290	407	217
34186_at	258	86	262	93	278	222	217	341
34187_at	159	134	268	197	254	288	178	198
34188_at	410	381	648	738	101	129	11	11
34189_at	268	301	558	497	349	291	378	288
34190_at	8	12	48	44	16	2	7	9
34191_at	59	81	335	294	130	166	22	16
34192_at	137	112	290	309	27	54	104	143
34193_at	755	319	4060	4966	13	5	8	11
34194_at	72	38	73	17	32	1	40	27
34195_at	150	365	435	464	179	176	128	236
34196_at	60	88	198	187	116	56	18	16
34197_at	514	711	867	734	479	548	444	403
34198_at	228	166	892	935	100	26	14	15
34199_at	68	84	119	139	313	299	294	204
342_at	66	73	128	140	638	722	1492	611
34200_at	792	1369	630	640	59	233	79	67
34201_at	219	237	516	411	217	196	119	204
34202_at	246	108	606	589	163	135	111	117
34203_at	95	105	67	15	50	47	31	95
34204_at	93	53	98	72	80	58	151	204
34205_at	61	28	61	33	98	57	117	111
34206_at	305	430	492	509	762	629	640	614
34207_at	67	48	60	176	58	28	134	65
34208_at	1518	2220	508	540	22	38	85	63
34209_at	186	208	114	69	489	456	517	737
34210_at	46	28	35	19	93	103	118	118
34211_at	50	94	195	224	120	150	170	37
34212_at	96	89	450	723	13	106	16	170
34213_at	525	607	1491	1666	231	202	38	43
34214_at	351	374	279	228	118	55	139	83
34215_at	515	532	547	524	700	868	577	663
34216_at	88	170	635	708	82	82	180	160
34217_at	167	184	745	644	83	153	114	242
34218_at	182	247	399	467	137	108	138	153
34219_at	81	81	108	80	114	105	130	167
34220_at	29	36	67	11	23	76	18	71
34221_at	812	953	1252	1130	914	988	1453	2616
34222_at	901	1029	943	669	837	584	512	787
34223_at	159	111	101	143	1082	1032	263	226
34224_at	1335	1904	1645	1824	295	538	624	718
34225_at	167	273	414	467	290	347	138	241
34226_at	35	45	193	257	79	54	6	26
34227_i_at	46	2	41	16	32	17	36	36
34228_r_at	5	15	4	3	4	22	94	50
34229_s_at	140	61	16	30	194	86	177	215
34230_r_at	72	78	66	54	115	70	104	155
34231_at	679	768	528	525	622	482	539	638
34232_at	56	124	344	382	150	206	212	194
34233_i_at	32	11	64	29	16	23	16	21
34234_f_at	107	81	397	355	194	128	148	148
34235_at	618	356	480	364	316	509	295	379
34236_at	39	71	38	21	41	29	38	46
34237_at	127	39	156	205	213	159	79	317
34238_at	426	386	205	194	1250	1337	146	137
34239_at	162	112	152	246	232	191	146	121
34240_s_at	383	315	412	397	260	255	316	354
34241_at	75	51	156	70	121	259	185	534
34242_at	99	179	649	763	191	119	145	199
34243_i_at	210	74	329	286	281	210	179	261
34244_r_at	77	32	91	125	98	93	116	190
34245_at	51	38	131	59	69	81	65	69
34246_at	234	360	359	369	1355	1405	1486	1460
34247_at	11	70	523	557	17	10	13	15
34248_at	47	12	45	45	16	9	5	18
34249_at	122	148	189	161	78	27	94	82
34250_at	663	1469	116	54	143	36	47	59
34251_at	48	32	45	46	23	29	58	50
34252_at	90	66	130	105	166	102	40	154
34253_at	10	9	141	181	39	159	5	15
34254_at	70	78	95	37	83	140	57	145
34255_at	695	826	666	692	1089	1183	1723	1642
34256_at	951	795	393	535	169	217	50	46
34257_at	521	455	995	974	168	112	100	109
34258_at	165	138	196	215	183	184	279	298
34259_at	929	1184	383	478	1997	1641	3238	3107
34260_at	383	435	504	492	607	646	848	616
34261_at	725	729	80	120	720	788	2820	1481
34262_at	169	189	609	435	160	291	395	380
34263_s_at	8	7	57	59	70	11	7	24
34264_at	2019	2828	2584	2440	716	719	1082	1280
34265_at	3458	3228	3035	3439	120	165	83	163
34266_at	24	30	12	10	37	8	22	16
34267_r_at	17	40	31	37	154	193	7	18
34268_at	429	407	438	348	324	401	420	587
34269_at	168	97	346	295	34	78	59	64
34270_at	96	106	180	185	21	37	19	29
34271_at	8	3	18	15	112	46	12	11
34272_at	2509	2473	344	224	255	192	190	352
34273_at	2087	1758	291	154	77	121	108	82
34274_at	238	213	445	494	117	242	169	39
34275_s_at	15	9	24	25	13	9	15	12
34276_at	53	91	312	274	127	80	27	108
34277_at	8529	10090	65	211	52	54	69	81
34278_at	2515	1624	4219	4414	1973	3201	656	983
34279_at	1297	1304	3840	3754	1456	1665	1913	1982
34280_at	124	81	204	188	112	89	108	200
34281_at	10353	6573	2454	3129	298	393	234	555
34282_at	21	9	19	49	13	31	23	11
34283_at	119	183	166	203	10	44	17	18
34284_at	54	41	46	172	22	20	11	26
34285_at	480	335	563	511	357	228	459	525
34286_at	60	72	136	140	10	42	54	36
34287_at	276	269	282	306	400	345	272	386
34288_at	100	89	94	132	120	214	47	21
34289_f_at	394	849	603	691	334	103	43	44
34290_f_at	50	65	45	30	53	51	42	60
34291_at	1520	1940	786	845	1416	1200	1504	1354
34292_at	356	437	481	377	714	720	1171	1090
34293_at	252	855	146	169	296	214	230	338
34294_at	975	1770	1476	1085	904	1010	1277	1167
34295_at	180	98	348	387	174	114	56	39
34296_at	616	441	677	648	337	277	261	349
34297_at	2207	2034	524	597	22	18	199	213
34298_at	117	260	280	235	28573	21086	48215	27563
34299_at	405	546	1302	1364	577	496	502	616
343_s_at	25	54	87	24	364	375	595	126
34300_at	362	312	353	307	382	370	745	754
34301_r_at	3914	4505	2617	2533	6284	5461	3914	4021
34302_at	2071	2393	1178	1246	1844	1716	4394	3903
34303_at	2815	2554	85	253	221	450	1199	587
34304_s_at	411	261	392	526	1460	2249	933	1541
34305_at	1195	2050	1650	1889	3196	3315	1906	2202
34306_at	246	214	152	218	168	220	102	186
34307_at	337	271	600	657	633	807	472	374
34308_at	275	186	282	289	460	538	196	284
34309_at	108	74	165	40	51	58	76	97
34310_at	261	358	114	107	1419	1436	1662	1727
34311_at	304	202	279	219	782	939	553	386
34312_at	309	215	901	1035	241	344	210	92
34313_at	23	30	225	229	39	58	11	104
34314_at	102	64	190	214	140	143	131	71
34315_at	2001	1616	1472	1300	1769	1762	1436	1032
34316_at	169	149	297	586	439	408	234	128
34317_g_at	6544	6187	12047	15400	17654	15134	12379	9158
34318_at	716	984	411	444	192	207	190	350
34319_at	73	101	155	150	669	816	52	132
34320_at	1623	1627	478	338	1221	1035	272	289
34321_i_at	85	86	181	209	100	64	58	5
34322_r_at	74	53	111	127	34	52	23	26
