ProbeID	brain.1	brain.2	fetal.brain.1	fetal.brain.2	fetal.liver.1	fetal.liver.2	liver.1	liver.2
39509_at	157	96	377	419	65	50	12	8
39510_r_at	12	29	19	38	45	69	30	13
39511_at	361	255	403	412	470	535	620	746
39512_s_at	609	506	793	660	402	335	499	416
39513_r_at	237	143	433	526	62	57	10	63
39514_s_at	75	83	78	96	148	132	112	149
39515_s_at	64	81	35	79	61	115	68	79
39516_at	150	149	318	348	368	246	226	268
39517_at	500	513	692	710	503	742	562	468
39518_at	265	196	438	553	549	1063	1043	732
39519_at	184	111	192	282	145	174	109	83
39520_at	66	38	138	237	187	48	123	74
39521_at	311	434	339	83	697	516	753	658
39522_at	424	363	590	712	729	470	420	611
39523_at	325	458	799	859	220	313	92	304
39524_at	114	38	61	46	41	35	175	43
39525_at	122	148	174	181	59	145	43	20
39526_at	523	380	212	183	128	354	113	357
39527_at	147	109	246	139	158	84	146	209
39528_at	115	160	79	76	443	367	109	108
39529_at	30	31	38	18	40	30	35	33
39530_at	57	41	85	124	262	47	122	394
39531_at	1512	2387	8970	9312	59	45	211	175
39532_at	174	191	45	41	56	36	20	86
39533_at	131	190	270	264	29	150	43	52
39534_at	377	267	322	362	626	510	580	819
39535_at	361	393	414	339	605	646	908	1406
39536_at	53	40	48	36	77	39	43	89
39537_at	2700	6040	1662	1534	953	593	1397	1514
39538_at	22	13	10	20	25	13	31	41
39539_at	142	190	155	48	261	428	254	215
39540_at	1743	1881	57	31	147	130	74	57
39541_at	135	94	283	220	159	153	237	334
39542_at	22778	23331	20139	21755	520	593	624	288
39543_at	184	64	115	75	125	69	226	185
39544_at	359	411	259	234	95	85	126	47
39545_at	2802	2483	913	1026	1598	1664	413	262
39546_s_at	259	210	226	233	106	185	271	318
39547_at	63	73	141	48	31	21	31	62
39548_at	255	301	370	253	242	285	140	221
39549_at	250	341	240	270	63	121	23	11
39550_at	1498	1472	923	949	388	346	396	472
39551_at	790	571	1563	1335	663	571	295	268
39552_at	126	51	121	143	94	39	89	126
39553_at	117	68	109	44	63	88	91	78
39554_at	59	24	252	145	123	62	79	44
39555_at	45	73	79	56	21	20	16	16
39556_at	607	805	819	1338	609	704	379	203
39557_at	914	948	597	550	323	403	420	536
39558_s_at	70	27	125	155	138	97	165	75
39559_at	86	17	148	24	129	103	200	301
39560_at	1237	1979	920	1004	493	463	544	349
39561_at	2878	3530	2074	1965	461	730	500	327
39562_at	152	91	354	489	165	180	191	60
39563_at	68	79	189	226	130	47	113	84
39564_s_at	51	27	43	54	69	40	97	61
39565_at	34	37	121	209	17	47	16	29
39566_at	405	704	249	285	108	53	33	28
39567_at	401	305	364	625	883	798	1259	1124
39568_g_at	290	304	578	470	1029	897	1613	1674
39569_at	80	105	209	94	127	91	101	176
39570_at	287	476	1068	926	445	541	102	124
39571_at	19	69	240	167	33	42	15	35
39572_at	345	186	789	1438	21	69	109	71
39573_at	175	240	465	442	117	118	180	86
39574_at	483	606	473	528	175	126	73	128
39575_at	814	591	352	417	171	128	223	323
39576_at	301	408	20	26	22	23	30	20
39577_at	145	107	447	333	198	89	104	72
39578_at	85	114	112	71	135	79	89	88
39579_at	1474	1168	193	182	39	44	26	118
39580_at	469	492	400	387	156	207	341	202
39581_at	9	29	11	3	176	103	44	65
39582_at	537	432	616	583	133	181	54	76
39583_at	727	888	761	726	332	243	279	309
39584_at	637	540	1285	1523	70	62	95	116
39585_at	61	122	83	67	35	48	36	32
39586_at	108	147	304	173	374	240	480	670
39587_at	95	77	35	37	87	36	82	116
39588_at	166	399	78	65	116	102	123	143
39589_at	238	89	705	752	35	12	102	21
39590_at	2930	3595	1432	1683	63	30	59	58
39591_s_at	69	44	78	233	113	140	114	148
39592_r_at	29	5	7	6	24	26	6	59
39593_at	28	12	41	15	78	167	105	72
39594_f_at	4766	4830	1795	1601	71161	37668	50726	32247
39595_at	77	9	90	115	35	81	11	28
39596_at	120	127	289	247	51	106	51	66
39597_at	504	617	570	556	1035	1392	1219	932
39598_at	951	755	365	306	2014	1974	6373	6753
39599_at	196	90	180	201	172	38	122	175
396_f_at	1967	2376	2266	1543	8449	8387	5840	8030
39600_at	93	141	162	216	33	46	25	43
39601_at	872	772	1553	1126	1057	1138	1361	1567
39602_at	347	286	318	259	10	28	97	111
39603_at	70	78	225	141	272	188	221	445
39604_at	20	6	53	44	14	19	13	17
39605_at	2869	3796	11768	14381	176	203	16	15
39606_at	319	141	455	459	619	646	542	715
39607_at	470	480	1012	554	376	270	258	520
39608_at	44	23	16	31	12	13	13	15
39609_at	273	252	357	466	367	668	805	549
39610_at	23	11	19	14	137	182	57	27
39611_at	617	410	944	785	489	368	424	547
39612_at	268	362	358	362	76	39	72	190
39613_at	96	75	104	91	263	377	111	100
39614_at	318	296	398	324	90	78	127	142
39615_at	1730	3003	1131	1200	344	483	323	614
39616_at	23	35	27	62	10	10	7	11
39617_at	41	35	98	16	89	30	32	20
39618_at	70	38	41	160	20	30	10	10
39619_at	2823	4137	2019	2177	112	80	87	138
39620_at	265	266	364	348	178	176	69	53
39621_at	274	246	398	353	34	23	37	26
39622_at	123	86	78	125	83	72	50	76
39623_at	146	150	261	135	120	101	34	144
39624_at	115	271	219	220	526	567	172	236
39625_at	172	53	139	160	72	13	153	65
39626_s_at	86	66	229	196	201	124	143	134
39627_at	11	3	21	56	5	4	8	2
39628_at	466	316	368	355	357	298	222	311
39629_at	156	163	39	16	111	86	62	71
39630_at	59	22	45	26	42	26	34	123
39631_at	72	152	31	47	431	482	669	695
39632_at	14	23	9	6	10	5	25	9
39633_at	91	29	70	56	84	95	70	137
39634_at	581	769	985	1012	203	275	153	164
39635_at	203	140	314	355	102	45	135	34
39636_at	77	53	200	193	11	54	119	143
39637_at	55	65	80	149	20	90	18	13
39638_at	544	399	847	726	262	190	321	162
39639_s_at	651	635	1686	1474	1216	1101	1218	1185
39640_at	624	800	775	767	392	707	168	655
39641_at	140	215	135	125	68	158	59	40
39642_at	385	354	762	828	256	331	285	199
39643_at	56	61	226	188	135	98	168	144
39644_at	121	233	366	277	23	59	57	75
39645_r_at	371	422	259	227	2169	552	719	468
39646_at	230	303	164	203	17	15	19	15
39647_s_at	328	372	312	234	77	37	10	19
39648_at	165	73	163	145	265	172	401	197
39649_at	174	234	244	64	263	394	109	162
39650_s_at	563	473	534	578	488	331	586	654
39651_at	56	106	47	52	254	199	95	75
39652_at	7	35	24	11	36	41	46	40
39653_at	10	44	14	83	62	22	9	63
39654_at	276	197	88	46	34	14	125	68
39655_at	183	82	349	341	525	401	253	606
39656_at	451	389	200	209	266	139	115	742
39657_at	390	444	587	508	181	417	297	404
39658_at	154	201	218	223	84	92	52	180
39659_at	659	590	532	653	1140	1277	853	886
39660_at	254	126	228	221	341	376	3462	3414
39661_s_at	160	263	92	98	165	116	137	124
39662_s_at	43	46	169	33	33	27	24	31
39663_at	189	111	298	219	409	308	173	270
39664_at	179	57	195	86	54	23	47	51
39665_at	5788	3469	1112	1382	21	22	21	23
39666_at	768	674	1053	1148	252	217	73	74
39667_at	848	711	856	825	431	285	708	923
39668_at	428	237	393	527	444	606	1035	1127
39669_at	202	166	130	219	638	819	1479	1748
39670_at	385	367	436	342	286	277	619	755
39671_at	460	313	1038	994	46	60	37	7
39672_at	276	266	464	334	701	629	481	744
39673_i_at	228	156	147	135	307	247	130	124
39674_r_at	97	41	156	96	73	202	82	498
39675_at	34	46	27	27	50	34	48	44
39676_at	81	48	83	139	32	70	42	220
39677_at	105	52	121	129	116	120	56	78
39678_at	107	54	115	122	141	78	69	76
39679_at	45	26	35	26	36	30	63	42
39680_at	37	3	81	68	99	59	104	50
39681_at	500	680	312	307	639	763	550	1017
39682_at	50	37	243	206	224	249	187	406
39683_at	130	65	89	74	215	132	57	75
39684_at	237	152	357	396	339	184	263	356
39685_at	3321	2822	3163	3197	1175	1044	600	404
39686_g_at	806	836	1741	2008	382	827	139	228
39687_at	351	288	587	675	355	257	95	166
39688_at	1257	1750	1223	780	1399	1091	507	933
39689_at	1778	1190	712	779	909	850	1664	2034
39690_at	138	93	73	104	161	88	103	66
39691_at	378	229	1779	1995	192	168	160	46
39692_at	241	237	168	146	608	718	423	350
39693_at	453	559	187	222	330	546	696	668
39694_at	981	1773	1446	1046	1771	1398	2533	2697
39695_at	84	50	98	142	92	108	133	48
39696_at	334	232	1144	1396	548	913	3	14
39697_at	159	121	60	35	182	209	350	323
39698_at	1028	915	339	454	30	57	15	27
39699_at	328	158	251	378	290	225	90	61
397_at	14	8	16	18	33	5	54	11
39700_at	1647	2897	1798	1392	1353	1348	1854	2151
39701_at	3105	2514	1179	1573	1123	1253	90	57
39702_at	131	135	107	276	178	203	90	121
39703_at	8	34	107	98	81	81	60	43
39704_s_at	1254	1457	1342	1350	3287	2860	379	576
39705_at	503	688	657	560	382	212	253	191
39706_at	110	71	197	183	201	172	86	65
39707_at	646	804	1123	1082	396	645	512	621
39708_at	572	512	388	437	1857	2300	1183	2550
39709_at	14920	14961	2742	3484	1460	1289	1214	1161
39710_at	2498	2511	10756	11713	745	796	605	516
39711_at	971	973	985	814	1446	1300	1124	2016
39712_at	3925	3143	571	339	818	779	689	938
39713_at	185	142	643	708	302	288	97	136
39714_at	540	470	1006	1087	250	305	122	83
39715_at	513	658	1046	879	433	346	147	233
39716_at	51	16	18	80	32	7	20	32
39717_g_at	3413	2282	932	875	1468	1267	1213	1820
39718_r_at	101	64	57	35	15	32	110	121
39719_at	80	101	28	84	37	30	29	29
39720_g_at	658	565	673	625	665	593	623	529
39721_at	104	259	821	212	126	77	67	165
39722_at	6199	6352	3050	2869	2940	2373	2421	3543
39723_at	1062	850	958	1131	293	666	656	521
39724_s_at	262	176	353	391	207	178	105	125
39725_at	188	132	402	460	100	132	37	13
39726_at	103	13	49	9	75	30	16	118
39727_at	356	327	515	591	336	483	129	169
39728_at	381	368	279	56	3589	3284	4630	3819
39729_at	4888	5736	2020	2473	15992	14866	5216	4692
39730_at	790	1249	1237	1281	819	730	901	703
39731_at	440	419	1365	1616	365	556	328	423
39732_at	96	119	76	80	23	21	86	138
39733_at	563	559	526	639	1256	1596	3583	4095
39734_at	144	91	274	288	123	59	21	54
39735_at	439	518	48	120	186	198	611	313
39736_at	563	276	2769	2860	24	21	17	18
39737_at	54	105	277	213	47	50	430	226
39738_at	817	1316	1260	957	2673	2623	2813	3330
39739_at	3707	2417	9421	10881	3344	3836	4019	3780
39740_g_at	4670	2545	9569	11659	4054	4047	6190	4348
39741_at	3740	2667	1432	1231	4202	4859	2413	2687
39742_at	85	43	129	148	124	106	59	62
39743_at	419	134	438	393	327	201	273	254
39744_at	286	164	775	938	581	780	149	146
39745_at	301	202	446	489	42	138	80	15
39746_at	464	377	1029	1004	397	406	184	114
39747_at	415	531	490	596	335	394	93	208
39748_at	366	483	545	639	840	924	96	151
39749_at	1719	1425	968	892	1025	973	1095	624
39750_at	228	259	194	206	213	285	371	379
39751_at	829	746	857	586	1012	1007	781	1226
39752_at	528	543	390	424	596	485	1278	952
39753_at	57	161	212	72	1148	1070	706	519
39754_at	351	356	231	137	587	580	563	425
39755_at	2245	2779	1877	1601	12928	11344	20221	14041
39756_g_at	444	611	285	275	4307	4897	5735	5341
39757_at	38	56	21	14	159	146	134	178
39758_f_at	6941	6745	2262	2688	3810	3880	7693	7038
39759_at	165	165	807	864	201	263	115	127
39760_at	1505	1030	1522	1538	239	249	152	175
39761_at	140	67	214	281	77	44	46	28
39762_at	520	322	707	1224	158	137	160	195
39763_at	83	243	79	38	34830	19699	59934	31724
39764_at	141	165	288	312	126	192	80	110
39765_at	1869	2283	1108	1122	235	181	453	656
39766_r_at	79	69	128	84	71	64	89	50
39767_at	540	404	1126	1243	510	716	87	169
39768_at	25	85	31	9	20	48	124	48
39769_at	32	23	11	10	60	51	88	79
39770_at	655	691	860	814	461	503	311	449
39771_at	70	132	357	284	68	62	28	35
39772_at	867	1282	564	810	233	280	191	337
39773_at	503	630	504	441	1334	1444	600	606
39774_at	378	292	402	339	581	690	959	888
39775_at	1006	1319	665	646	25339	22968	53559	33834
39776_at	249	168	619	471	6	24	20	30
39777_at	2158	732	2710	3164	251	291	318	291
39778_at	1968	1259	1125	1035	2555	2396	3571	4237
39779_at	292	197	610	622	302	269	137	103
39780_at	1888	1898	2090	2164	157	240	123	164
39781_at	697	1000	1034	1153	17880	13833	35287	25052
39782_at	1853	1750	1541	1739	2395	2817	697	621
39783_at	650	807	458	424	471	473	473	413
39784_at	302	222	406	504	197	133	180	224
39785_at	146	17	483	541	189	256	28	181
39786_at	32	9	60	57	22	10	21	42
39787_at	97	235	96	89	949	714	2517	1640
39788_at	588	371	352	414	67	51	43	27
39789_at	192	67	854	765	103	74	83	104
39790_at	5026	5383	3493	3837	573	485	684	757
39791_at	1456	1947	1327	1810	641	1087	919	743
39792_at	353	198	1139	1141	277	351	111	69
39793_at	376	186	275	421	58	80	67	17
39794_at	174	71	217	286	111	183	65	89
39795_at	14004	13694	6275	6176	6298	5979	4505	3915
39796_at	571	693	423	426	165	215	97	117
39797_at	318	217	481	611	448	461	241	287
39798_at	9881	6546	6591	8482	11360	9498	17629	9714
39799_at	313	210	544	654	216	206	32	34
398_at	147	151	320	339	130	142	83	67
39800_s_at	4946	5043	1407	1633	2753	2781	5279	4200
39801_at	1150	1322	718	684	1897	1732	2984	2768
39802_at	326	129	257	286	426	581	541	535
39803_s_at	1144	1117	257	259	528	211	1249	989
39804_at	60	35	53	60	69	51	95	63
39805_at	196	278	29	45	171	466	95	67
39806_at	151	95	211	211	98	96	3	41
39807_at	12	8	20	23	71	22	19	15
39808_at	72	156	235	56	264	404	158	213
39809_at	237	190	397	472	462	543	292	326
39810_at	365	630	490	532	807	703	611	524
39811_at	1143	1344	591	654	1133	1212	1616	1213
39812_at	1188	915	457	470	1921	990	1725	1649
39813_s_at	45	16	44	24	74	34	39	47
39814_s_at	1725	915	817	666	3668	3714	947	1173
39815_at	126	93	85	112	81	83	66	136
39816_g_at	482	491	422	229	584	465	483	659
39817_s_at	1173	1028	801	622	1296	1043	2445	2371
39818_at	76	27	64	46	58	49	117	123
39819_at	26	42	88	29	32	88	135	121
39820_at	154	146	239	212	181	80	257	47
39821_s_at	429	363	278	291	721	557	821	596
39822_s_at	704	563	562	431	2197	2207	796	740
39823_at	1454	1168	1014	642	604	558	613	740
39824_at	28	79	54	46	59	39	32	50
39825_at	151	219	284	270	1135	1152	1658	2418
39826_f_at	30	139	18	24	33	18	39	36
39827_at	397	461	441	328	997	1188	376	331
39828_at	162	123	193	122	271	312	92	103
39829_at	429	475	855	817	32	64	56	172
39830_at	7549	6913	8024	9974	8442	9486	9400	6851
39831_at	457	268	360	340	536	407	669	752
39832_at	1240	1163	943	894	1315	737	1020	1284
39833_at	1326	1594	943	808	725	544	349	440
39834_at	45	65	61	43	490	62	198	261
39835_at	1420	2305	626	681	124	72	115	76
39836_at	225	127	236	153	349	138	305	422
39837_s_at	86	272	85	221	260	333	123	235
39838_at	537	589	3292	3426	255	210	196	170
39839_at	166	167	241	201	2771	3080	246	272
39840_at	112	121	314	362	117	338	294	318
39841_at	233	102	232	156	123	170	80	121
39842_at	696	805	170	156	85	42	99	65
39843_at	108	59	224	95	120	237	105	284
39844_at	279	257	414	390	552	581	352	416
39845_at	218	489	324	285	451	443	134	158
39846_at	841	1071	420	559	396	361	1163	1104
39847_at	186	146	90	164	243	196	268	266
39848_at	72	58	144	106	203	626	202	278
39849_at	449	459	277	217	418	305	157	568
39850_at	292	194	1261	1532	35	19	9	30
39851_at	10	8	63	31	9	12	5	12
39852_at	312	199	161	229	88	84	83	101
39853_at	35	34	35	16	49	25	51	56
39854_r_at	1836	2812	2251	1044	2342	1504	1615	1593
39855_at	453	797	1008	723	1343	1347	1079	1355
39856_at	2129	1246	2471	2820	2695	2677	3820	3146
39857_at	55	42	41	54	131	115	34	110
39858_s_at	29	11	22	11	72	39	27	20
39859_r_at	89	48	91	69	213	144	129	146
39860_at	504	248	1190	1505	343	424	113	134
39861_at	1019	1076	901	833	970	848	925	845
39862_at	611	573	555	472	336	67	241	278
39863_at	165	244	341	205	456	322	322	174
39864_at	3674	3819	5074	5483	2010	2503	623	605
39865_at	442	308	1269	1069	213	278	327	520
39866_at	4569	5232	3994	3454	2642	2502	2277	2299
39867_at	6057	5317	2890	3400	4867	4938	8910	5452
39868_at	1928	2730	1934	1578	3755	2951	2435	2540
39869_at	47	133	96	48	60	133	206	101
39870_at	164	141	427	107	593	445	205	452
39871_at	20	69	19	18	25	59	150	35
39872_at	532	384	605	378	1251	989	679	875
39873_at	266	209	372	410	39	57	3	26
39874_at	40	60	112	49	71	165	84	241
39875_at	25	43	22	29	17	14	17	15
39876_at	4177	5124	1383	1287	1086	930	1273	1118
39877_at	266	272	456	252	326	612	493	556
39878_at	821	1073	1434	1519	99	105	35	69
39879_s_at	1034	726	1685	1551	417	452	472	432
39880_at	95	89	422	254	98	218	255	476
39881_at	56	46	99	74	79	26	40	63
39882_at	69	64	50	23	54	109	21	64
39883_at	253	148	352	341	198	390	81	36
39884_g_at	163	86	191	171	185	196	150	79
39885_at	152	75	391	466	90	68	21	29
39886_at	30	46	202	279	70	93	73	132
39887_at	17	17	32	93	22	21	46	70
39888_at	51	51	283	293	305	278	73	189
39889_at	86	139	175	93	157	89	103	95
39890_at	80	51	65	60	94	64	75	101
39891_at	196	287	147	197	442	508	181	265
39892_at	62	63	59	52	90	39	81	62
39893_at	515	436	442	460	488	436	468	772
39894_f_at	21	16	97	129	35	35	39	28
39895_r_at	113	113	45	43	189	45	201	60
39896_at	297	287	183	293	304	390	382	111
39897_at	534	420	1161	1238	224	325	192	150
39898_at	15	26	22	18	90	6	20	5
39899_at	606	553	937	784	489	402	718	704
399_at	623	761	382	505	79	270	115	176
39900_at	68	36	49	122	108	48	81	74
39901_at	335	363	328	405	110	236	135	206
39902_at	61	121	224	214	448	270	346	814
39903_at	98	69	121	132	71	27	45	35
39904_at	58	66	33	32	115	29	56	59
39905_i_at	14	33	237	117	104	222	105	44
39906_r_at	25	19	89	87	122	100	111	55
39907_at	68	71	113	74	56	107	59	135
39908_at	796	1038	915	980	1682	1710	1318	1703
39909_g_at	54	44	26	31	97	53	82	49
39910_at	242	273	52	139	283	251	431	328
39911_at	62	47	64	60	105	103	82	126
39912_at	201	236	475	331	375	183	93	152
39913_at	64	141	67	61	189	75	439	175
39914_r_at	370	127	1138	694	588	241	210	265
39915_at	73	58	60	51	84	59	133	225
39916_r_at	4457	4691	3693	4861	5812	4814	8603	6655
39917_at	730	702	1199	713	1459	1423	1311	3238
39918_at	1721	1660	1294	1438	1110	1033	1205	1221
39919_at	269	316	266	338	650	259	662	717
39920_r_at	3977	4466	2553	2202	5075	2963	4202	4302
39921_at	7033	6408	1722	2051	5651	5718	4756	3438
39922_at	44	19	49	139	65	33	106	41
39923_at	385	208	427	600	128	134	5	131
39924_at	122	79	351	385	21	87	22	85
39925_at	621	985	795	453	279	267	184	629
39926_at	167	54	162	125	147	137	44	101
39927_at	90	81	407	341	118	94	46	77
39928_at	844	955	919	897	16	14	15	21
39929_at	114	71	309	312	424	478	391	409
39930_at	1915	2238	1095	1060	332	247	90	183
39931_at	81	117	223	100	346	280	83	96
39932_at	535	767	561	550	199	142	183	50
39933_at	110	85	82	88	100	51	72	117
39934_at	262	306	250	230	51	118	29	83
39935_at	67	96	54	100	153	65	86	84
39936_at	27	7	26	6	31	14	30	20
39937_at	219	145	237	240	408	290	392	809
39938_g_at	254	121	118	115	265	146	149	92
39939_at	65	26	151	59	39	24	27	15
39940_at	166	142	299	203	258	286	224	325
39941_at	31	14	133	153	30	79	32	40
39942_at	67	38	63	46	93	46	138	79
39943_at	142	122	275	268	77	79	18	123
39944_at	85	22	113	68	99	67	28	31
39945_at	19	13	9	13	15	14	4	14
39946_at	134	61	203	106	187	148	145	200
39947_at	55	58	260	83	121	101	144	186
39948_at	30	24	142	127	48	39	31	32
39949_at	234	285	130	163	120	142	401	337
39950_at	65	39	251	226	279	497	530	392
39951_at	88	52	50	14	148	110	126	58
39952_at	27	27	198	289	108	16	24	10
39953_i_at	454	318	558	406	463	224	320	252
39954_r_at	24	52	113	103	21	37	38	13
39955_at	33	10	132	107	33	23	5	6
39956_at	657	338	953	973	31	4	3	26
39957_at	65	30	128	146	57	78	13	26
39958_at	63	38	147	95	54	77	49	92
39959_at	38	92	155	31	340	358	272	370
39960_at	170	81	177	382	270	221	44	106
39961_at	112	112	283	304	102	382	307	328
39962_at	190	92	377	363	84	139	96	223
39963_at	108	82	81	53	112	79	111	25
39964_at	48	24	79	93	43	111	40	7
39965_at	1116	1077	2693	2352	1799	1292	1861	2605
39966_at	5285	6516	7638	8884	261	222	209	234
39967_at	2491	3313	2212	2061	1100	977	296	253
39968_at	337	325	302	260	421	633	549	828
39969_at	342	949	267	349	1405	2028	360	637
39970_at	12	6	10	6	10	9	9	9
39971_at	111	57	222	193	1095	1290	71	150
39972_at	204	201	400	317	231	216	61	353
39973_at	247	224	234	298	408	418	515	639
39974_at	100	133	123	86	131	9	73	24
39975_at	196	107	244	160	172	252	291	218
39976_at	91	81	231	186	60	113	18	19
39977_at	180	72	286	192	44	64	41	94
39978_at	156	128	113	10	393	307	204	282
39979_at	390	197	230	191	2811	2844	4333	4526
39980_at	260	171	324	191	47	129	32	114
39981_at	60	9	13	4	6	48	8	12
39982_r_at	11	28	14	5	81	53	61	45
39983_at	160	170	335	351	142	150	186	126
39984_g_at	104	105	94	185	29	33	35	33
39985_r_at	1	4	31	38	4	1	3	7
39986_at	174	159	329	235	368	379	249	377
39987_at	22	30	114	86	92	54	114	97
39988_at	71	45	73	65	97	74	117	136
39989_at	255	276	557	890	145	131	135	88
39990_at	60	23	133	123	69	77	56	115
39991_at	50	35	47	32	77	63	70	55
39992_at	559	660	503	197	2097	2010	5823	4495
39993_at	260	137	174	192	220	241	109	159
39994_at	187	119	61	32	244	357	633	340
39995_s_at	1114	1060	440	313	520	309	701	679
39996_at	25	3	22	71	242	259	195	33
39997_at	22	184	252	198	486	598	1876	959
39998_at	5	32	103	105	7	8	13	9
39999_at	44	60	21	101	147	129	54	126
400_at	284	136	267	210	460	251	307	727
40000_f_at	62	95	177	123	80	152	15	18
40001_r_at	1	1	4	24	0	10	4	3
40002_r_at	57	24	67	54	11	73	78	17
40003_at	454	310	601	298	971	626	847	758
40004_at	26	61	32	29	34	28	31	37
40005_at	115	169	233	180	175	215	101	181
40006_at	584	637	767	643	719	840	633	667
40007_at	153	70	53	73	201	284	94	74
40008_at	140	100	143	110	120	156	161	148
40009_at	126	88	613	510	73	97	81	130
40010_s_at	141	92	120	179	85	90	77	113
40011_s_at	195	136	274	239	228	148	184	331
40012_at	109	199	190	247	15	7	9	9
40013_at	59	33	59	73	92	127	29	91
40014_at	62	239	623	737	192	207	73	134
40015_at	71	49	91	72	61	64	126	75
40016_g_at	976	832	656	599	365	341	288	349
40017_at	66	149	24	18	133	70	100	63
40018_at	146	86	258	340	30	84	10	11
40019_at	40	47	13	8	59	55	13	44
40020_at	895	1413	1490	1593	287	270	337	510
40021_at	68	53	83	178	78	44	46	87
40022_at	52	59	221	208	19	10	53	11
40023_at	45	18	35	33	17	14	44	11
40024_at	141	77	235	198	243	148	77	460
40025_at	170	126	183	190	232	129	76	125
40026_g_at	132	279	74	240	74	31	280	255
40027_at	216	206	182	207	242	241	249	192
40028_at	20	11	51	23	82	38	85	63
40029_at	44	32	40	32	82	55	56	60
40030_at	247	101	478	404	209	231	221	270
40031_at	176	179	117	118	218	115	198	146
40032_at	339	302	585	410	397	399	419	361
40033_at	925	1271	761	958	178	146	171	193
40034_r_at	17	18	65	59	19	81	35	43
40035_at	25	20	31	25	115	73	68	228
40036_at	212	158	84	136	270	328	121	49
40037_at	44	31	36	28	237	393	106	158
40038_at	1002	771	1487	1330	188	533	291	269
40039_g_at	407	341	552	616	426	437	801	591
40040_at	44	120	293	294	90	220	207	134
40041_at	14	14	66	69	54	93	78	59
40042_r_at	479	339	198	276	500	183	476	353
40043_at	534	785	29	22	114	152	34	29
40044_at	149	95	87	107	111	83	186	82
40045_g_at	462	429	893	940	248	284	339	344
40046_r_at	218	208	836	1072	15	83	121	114
40047_at	2231	2477	1020	1061	111	75	78	93
40048_at	543	616	1190	1268	334	379	194	124
40049_at	219	206	566	593	235	258	133	197
40050_at	803	599	770	1018	427	492	304	202
40051_at	154	199	255	230	701	725	461	399
40052_at	1281	1657	1173	1361	676	588	364	150
40053_at	43	40	267	286	75	46	27	141
40054_at	634	519	411	440	398	398	440	300
40055_s_at	51	27	103	22	82	30	91	49
40056_at	332	245	312	407	330	425	550	534
40057_at	152	472	109	83	121	57	102	76
40058_s_at	81	5	89	57	16	15	68	55
40059_r_at	43	25	150	89	167	89	111	19
40060_r_at	126	35	108	106	132	155	174	412
40061_at	108	174	231	164	352	391	240	214
40062_s_at	18	6	42	24	988	741	14	22
40063_at	296	264	230	267	690	809	703	589
40064_at	535	452	562	670	486	500	178	243
40065_s_at	8	35	48	120	48	2	4	5
40066_at	350	184	468	599	124	189	42	100
40067_at	32	8	16	8	79	165	61	4
40068_at	426	476	152	364	543	488	946	1069
40069_at	34	63	202	209	95	185	301	278
40070_at	411	526	243	401	170	295	128	152
40071_at	125	105	59	78	32	32	66	131
40072_at	59	154	188	191	39	152	77	92
40073_at	8	17	20	24	25	24	41	31
40074_at	189	120	703	489	774	866	106	40
40075_at	3598	2439	2924	2781	108	65	44	73
40076_at	802	1027	709	769	877	1358	1012	977
40077_at	402	310	534	398	2155	2281	1302	1609
40078_at	45	159	127	85	91	71	66	87
40079_at	33	20	24	22	36	31	35	34
40080_at	473	524	557	355	328	289	553	442
40081_at	1750	2460	853	1004	2813	2389	1341	1573
40082_at	231	82	298	277	1901	2234	933	1276
40083_at	430	269	689	633	366	447	471	379
40084_at	482	411	667	669	70	53	54	100
40085_s_at	52	51	81	75	62	12	62	4
40086_at	238	121	334	404	171	136	69	49
40087_at	559	465	491	348	449	524	626	426
40088_at	292	149	1165	1228	162	142	53	12
40089_at	316	245	207	321	215	227	278	370
40090_at	83	155	40	40	56	50	65	81
40091_at	549	672	728	676	446	593	340	379
40092_at	89	440	465	375	187	353	82	58
40093_at	386	236	291	58	1369	1077	678	803
40094_r_at	711	399	429	494	858	552	905	1731
40095_at	428	189	196	171	339	427	632	715
40096_at	1819	1706	2854	2968	2278	2032	1174	1222
40097_at	94	43	36	20	8	30	55	23
40098_at	418	366	511	504	598	380	614	679
40099_at	2346	2748	939	1034	1070	1048	153	660
401_s_at	31	24	26	19	34	28	40	44
40100_at	533	1236	980	923	465	500	182	199
40101_g_at	312	730	591	535	530	344	319	455
40102_at	302	338	283	376	170	350	209	95
40103_at	2636	2478	1914	2235	1031	1206	1629	1291
40104_at	1483	1953	1058	1031	222	444	534	412
40105_at	275	151	368	357	661	731	412	537
40106_at	613	1042	1385	1359	1061	950	1124	974
40107_at	12619	14225	2908	2693	1890	1623	1967	2016
40108_at	315	301	922	1127	624	856	230	319
40109_at	1615	1904	1306	1146	1014	988	839	1115
40110_at	706	603	532	429	478	474	585	267
40111_g_at	3041	2199	1123	1162	1094	1326	1143	1070
40112_at	1938	1814	734	1041	1106	776	307	329
40113_at	1947	1724	2900	2746	950	1020	656	745
40114_at	15	5	16	15	6514	7206	18	29
40115_at	2982	1692	1778	2007	2034	2336	1182	1122
40116_at	1707	1895	1617	1445	2834	2353	3206	2753
40117_at	408	289	1131	775	956	1062	49	154
40118_at	74	241	128	223	86	166	67	72
40119_at	204	166	337	303	222	234	249	90
40120_at	1801	1872	480	621	1854	1972	3896	3566
40121_at	43	28	179	129	82	71	31	69
40122_at	457	393	760	737	473	576	200	231
